source_type,model,week,cumulative_activation,source
Gaming NB,FX608JMI,W2608,0,seed
Gaming NB,FX608JMI,W2609,0,seed
Gaming NB,FX608JMI,W2610,0,seed
Gaming NB,FX608JMI,W2611,0,seed
Gaming NB,FX608JMI,W2612,0,seed
Gaming NB,FX608JMI,W2613,0,seed
Gaming NB,FX608JMI,W2614,0,seed
Gaming NB,FX608JMI,W2615,0,seed
Gaming NB,FX608JMI,W2616,0,seed
Gaming NB,FX608JMI,W2617,0,seed
Gaming NB,FX608JMI,W2618,0,seed
Gaming NB,FX608JMI,W2619,0,seed
Gaming NB,FX608JMI,W2620,0,seed
Gaming NB,FX608JMI,W2621,0,seed
Gaming NB,FX608JMI,W2622,0,seed
Gaming NB,FX608JMI,W2623,0,seed
Gaming NB,FX608JMI,W2624,0,seed
Gaming NB,FX608JMI,W2625,0,seed
Gaming NB,FX608JMI,W2626,0,seed
Gaming NB,FX608JMR,W2601,0,seed
Gaming NB,FX608JMR,W2602,0,seed
Gaming NB,FX608JMR,W2603,0,seed
Gaming NB,FX608JMR,W2604,0,seed
Gaming NB,FX608JMR,W2605,0,seed
Gaming NB,FX608JMR,W2606,0,seed
Gaming NB,FX608JMR,W2607,0,seed
Gaming NB,FX608JMR,W2608,0,seed
Gaming NB,FX608JMR,W2609,0,seed
Gaming NB,FX608JMR,W2610,0,seed
Gaming NB,FX608JMR,W2611,0,seed
Gaming NB,FX608JMR,W2612,0,seed
Gaming NB,FX608JMR,W2613,0,seed
Gaming NB,FX608JMR,W2614,0,seed
Gaming NB,FX608JMR,W2615,0,seed
Gaming NB,FX608JMR,W2616,0,seed
Gaming NB,FX608JMR,W2617,0,seed
Gaming NB,FX608JMR,W2618,0,seed
Gaming NB,FX608JMR,W2619,0,seed
Gaming NB,FX608JMR,W2620,0,seed
Gaming NB,FX608JMR,W2621,0,seed
Gaming NB,FX608JMR,W2622,0,seed
Gaming NB,FX608JMR,W2623,0,seed
Gaming NB,FX608JMR,W2624,0,seed
Gaming NB,FX608JMR,W2625,0,seed
Gaming NB,FX608JMR,W2626,0,seed
Gaming NB,FX608JPR,W2601,0,seed
Gaming NB,FX608JPR,W2602,0,seed
Gaming NB,FX608JPR,W2603,0,seed
Gaming NB,FX608JPR,W2604,0,seed
Gaming NB,FX608JPR,W2605,0,seed
Gaming NB,FX608JPR,W2606,0,seed
Gaming NB,FX608JPR,W2607,0,seed
Gaming NB,FX608JPR,W2608,0,seed
Gaming NB,FX608JPR,W2609,0,seed
Gaming NB,FX608JPR,W2610,0,seed
Gaming NB,FX608JPR,W2611,0,seed
Gaming NB,FX608JPR,W2612,0,seed
Gaming NB,FX608JPR,W2613,0,seed
Gaming NB,FX608JPR,W2614,0,seed
Gaming NB,FX608JPR,W2615,0,seed
Gaming NB,FX608JPR,W2616,0,seed
Gaming NB,FX608JPR,W2617,0,seed
Gaming NB,FX608JPR,W2618,0,seed
Gaming NB,FX608JPR,W2619,0,seed
Gaming NB,FX608JPR,W2620,0,seed
Gaming NB,FX608JPR,W2621,0,seed
Gaming NB,FX608JPR,W2622,0,seed
Gaming NB,FX608JPR,W2623,0,seed
Gaming NB,FX608JPR,W2624,0,seed
Gaming NB,FX608JPR,W2625,0,seed
Gaming NB,FX608JPR,W2626,0,seed
Gaming NB,FX608LH,W2601,0,seed
Gaming NB,FX608LH,W2602,0,seed
Gaming NB,FX608LH,W2603,0,seed
Gaming NB,FX608LH,W2604,0,seed
Gaming NB,FX608LH,W2605,0,seed
Gaming NB,FX608LH,W2606,0,seed
Gaming NB,FX608LH,W2607,0,seed
Gaming NB,FX608LH,W2608,0,seed
Gaming NB,FX608LH,W2609,0,seed
Gaming NB,FX608LH,W2610,0,seed
Gaming NB,FX608LH,W2611,0,seed
Gaming NB,FX608LH,W2612,0,seed
Gaming NB,FX608LH,W2613,0,seed
Gaming NB,FX608LH,W2614,0,seed
Gaming NB,FX608LH,W2615,0,seed
Gaming NB,FX608LH,W2616,0,seed
Gaming NB,FX608LH,W2617,0,seed
Gaming NB,FX608LH,W2618,0,seed
Gaming NB,FX608LH,W2619,0,seed
Gaming NB,FX608LH,W2620,0,seed
Gaming NB,FX608LH,W2621,0,seed
Gaming NB,FX608LH,W2622,0,seed
Gaming NB,FX608LH,W2623,0,seed
Gaming NB,FX608LH,W2624,0,seed
Gaming NB,FX608LH,W2625,2223,seed
Gaming NB,FX608LH,W2626,3235,seed
Gaming NB,FX608LMG,W2601,0,seed
Gaming NB,FX608LMG,W2602,0,seed
Gaming NB,FX608LMG,W2603,0,seed
Gaming NB,FX608LMG,W2604,0,seed
Gaming NB,FX608LMG,W2605,0,seed
Gaming NB,FX608LMG,W2606,0,seed
Gaming NB,FX608LMG,W2607,0,seed
Gaming NB,FX608LMG,W2608,0,seed
Gaming NB,FX608LMG,W2609,0,seed
Gaming NB,FX608LMG,W2610,0,seed
Gaming NB,FX608LMG,W2611,0,seed
Gaming NB,FX608LMG,W2612,0,seed
Gaming NB,FX608LMG,W2613,0,seed
Gaming NB,FX608LMG,W2614,0,seed
Gaming NB,FX608LMG,W2615,0,seed
Gaming NB,FX608LMG,W2616,0,seed
Gaming NB,FX608LMG,W2617,0,seed
Gaming NB,FX608LMG,W2618,0,seed
Gaming NB,FX608LMG,W2619,0,seed
Gaming NB,FX608LMG,W2620,0,seed
Gaming NB,FX608LMG,W2621,2924,seed
Gaming NB,FX608LMG,W2622,4681,seed
Gaming NB,FX608LMG,W2623,7876,seed
Gaming NB,FX608LMG,W2624,21210,seed
Gaming NB,FX608LMG,W2625,45922,seed
Gaming NB,FX608LMG,W2626,54755,seed
Gaming NB,FX608LPG,W2601,0,seed
Gaming NB,FX608LPG,W2602,0,seed
Gaming NB,FX608LPG,W2603,0,seed
Gaming NB,FX608LPG,W2604,0,seed
Gaming NB,FX608LPG,W2605,0,seed
Gaming NB,FX608LPG,W2606,0,seed
Gaming NB,FX608LPG,W2607,0,seed
Gaming NB,FX608LPG,W2608,0,seed
Gaming NB,FX608LPG,W2609,0,seed
Gaming NB,FX608LPG,W2610,0,seed
Gaming NB,FX608LPG,W2611,0,seed
Gaming NB,FX608LPG,W2612,0,seed
Gaming NB,FX608LPG,W2613,0,seed
Gaming NB,FX608LPG,W2614,0,seed
Gaming NB,FX608LPG,W2615,0,seed
Gaming NB,FX608LPG,W2616,0,seed
Gaming NB,FX608LPG,W2617,0,seed
Gaming NB,FX608LPG,W2618,0,seed
Gaming NB,FX608LPG,W2619,0,seed
Gaming NB,FX608LPG,W2620,0,seed
Gaming NB,FX608LPG,W2621,679,seed
Gaming NB,FX608LPG,W2622,1160,seed
Gaming NB,FX608LPG,W2623,1872,seed
Gaming NB,FX608LPG,W2624,4783,seed
Gaming NB,FX608LPG,W2625,9416,seed
Gaming NB,FX608LPG,W2626,11295,seed
Gaming NB,G614PW,W2601,0,seed
Gaming NB,G614PW,W2602,0,seed
Gaming NB,G614PW,W2603,0,seed
Gaming NB,G614PW,W2604,0,seed
Gaming NB,G614PW,W2605,0,seed
Gaming NB,G614PW,W2606,0,seed
Gaming NB,G614PW,W2607,0,seed
Gaming NB,G614PW,W2608,0,seed
Gaming NB,G614PW,W2609,0,seed
Gaming NB,G614PW,W2610,0,seed
Gaming NB,G614PW,W2611,0,seed
Gaming NB,G614PW,W2612,0,seed
Gaming NB,G614PW,W2613,0,seed
Gaming NB,G614PW,W2614,0,seed
Gaming NB,G614PW,W2615,0,seed
Gaming NB,G614PW,W2616,0,seed
Gaming NB,G614PW,W2617,0,seed
Gaming NB,G614PW,W2618,0,seed
Gaming NB,G614PW,W2619,0,seed
Gaming NB,G614PW,W2620,0,seed
Gaming NB,G614PW,W2621,0,seed
Gaming NB,G614PW,W2622,0,seed
Gaming NB,G614PW,W2623,0,seed
Gaming NB,G614PW,W2624,0,seed
Gaming NB,G614PW,W2625,0,seed
Gaming NB,G614PW,W2626,0,seed
Gaming NB,G615LMG,W2601,0,seed
Gaming NB,G615LMG,W2602,0,seed
Gaming NB,G615LMG,W2603,0,seed
Gaming NB,G615LMG,W2604,0,seed
Gaming NB,G615LMG,W2605,0,seed
Gaming NB,G615LMG,W2606,0,seed
Gaming NB,G615LMG,W2607,0,seed
Gaming NB,G615LMG,W2608,0,seed
Gaming NB,G615LMG,W2609,0,seed
Gaming NB,G615LMG,W2610,0,seed
Gaming NB,G615LMG,W2611,0,seed
Gaming NB,G615LMG,W2612,0,seed
Gaming NB,G615LMG,W2613,0,seed
Gaming NB,G615LMG,W2614,0,seed
Gaming NB,G615LMG,W2615,0,seed
Gaming NB,G615LMG,W2616,0,seed
Gaming NB,G615LMG,W2617,0,seed
Gaming NB,G615LMG,W2618,0,seed
Gaming NB,G615LMG,W2619,0,seed
Gaming NB,G615LMG,W2620,0,seed
Gaming NB,G615LMG,W2621,0,seed
Gaming NB,G615LMG,W2622,0,seed
Gaming NB,G615LMG,W2623,0,seed
Gaming NB,G615LMG,W2624,0,seed
Gaming NB,G615LMG,W2625,0,seed
Gaming NB,G615LMG,W2626,0,seed
Gaming NB,G615LPG,W2601,0,seed
Gaming NB,G615LPG,W2602,0,seed
Gaming NB,G615LPG,W2603,0,seed
Gaming NB,G615LPG,W2604,0,seed
Gaming NB,G615LPG,W2605,0,seed
Gaming NB,G615LPG,W2606,0,seed
Gaming NB,G615LPG,W2607,0,seed
Gaming NB,G615LPG,W2608,0,seed
Gaming NB,G615LPG,W2609,0,seed
Gaming NB,G615LPG,W2610,0,seed
Gaming NB,G615LPG,W2611,0,seed
Gaming NB,G615LPG,W2612,0,seed
Gaming NB,G615LPG,W2613,0,seed
Gaming NB,G615LPG,W2614,0,seed
Gaming NB,G615LPG,W2615,0,seed
Gaming NB,G615LPG,W2616,0,seed
Gaming NB,G615LPG,W2617,0,seed
Gaming NB,G615LPG,W2618,0,seed
Gaming NB,G615LPG,W2619,0,seed
Gaming NB,G615LPG,W2620,0,seed
Gaming NB,G615LPG,W2621,0,seed
Gaming NB,G615LPG,W2622,0,seed
Gaming NB,G615LPG,W2623,0,seed
Gaming NB,G615LPG,W2624,0,seed
Gaming NB,G615LPG,W2625,0,seed
Gaming NB,G615LPG,W2626,0,seed
Gaming NB,G615LRG,W2601,0,seed
Gaming NB,G615LRG,W2602,0,seed
Gaming NB,G615LRG,W2603,0,seed
Gaming NB,G615LRG,W2604,0,seed
Gaming NB,G615LRG,W2605,0,seed
Gaming NB,G615LRG,W2606,0,seed
Gaming NB,G615LRG,W2607,0,seed
Gaming NB,G615LRG,W2608,0,seed
Gaming NB,G615LRG,W2609,0,seed
Gaming NB,G615LRG,W2610,0,seed
Gaming NB,G615LRG,W2611,0,seed
Gaming NB,G615LRG,W2612,0,seed
Gaming NB,G615LRG,W2613,0,seed
Gaming NB,G615LRG,W2614,0,seed
Gaming NB,G615LRG,W2615,0,seed
Gaming NB,G615LRG,W2616,0,seed
Gaming NB,G615LRG,W2617,0,seed
Gaming NB,G615LRG,W2618,0,seed
Gaming NB,G615LRG,W2619,0,seed
Gaming NB,G615LRG,W2620,0,seed
Gaming NB,G615LRG,W2621,0,seed
Gaming NB,G615LRG,W2622,93,seed
Gaming NB,G615LRG,W2623,147,seed
Gaming NB,G615LRG,W2624,300,seed
Gaming NB,G615LRG,W2625,462,seed
Gaming NB,G615LRG,W2626,548,seed
Gaming NB,G615LWG,W2601,0,seed
Gaming NB,G615LWG,W2602,0,seed
Gaming NB,G615LWG,W2603,0,seed
Gaming NB,G615LWG,W2604,0,seed
Gaming NB,G615LWG,W2605,0,seed
Gaming NB,G615LWG,W2606,0,seed
Gaming NB,G615LWG,W2607,0,seed
Gaming NB,G615LWG,W2608,0,seed
Gaming NB,G615LWG,W2609,0,seed
Gaming NB,G615LWG,W2610,0,seed
Gaming NB,G615LWG,W2611,0,seed
Gaming NB,G615LWG,W2612,0,seed
Gaming NB,G615LWG,W2613,0,seed
Gaming NB,G615LWG,W2614,0,seed
Gaming NB,G615LWG,W2615,0,seed
Gaming NB,G615LWG,W2616,0,seed
Gaming NB,G615LWG,W2617,0,seed
Gaming NB,G615LWG,W2618,0,seed
Gaming NB,G615LWG,W2619,0,seed
Gaming NB,G615LWG,W2620,0,seed
Gaming NB,G615LWG,W2621,0,seed
Gaming NB,G615LWG,W2622,0,seed
Gaming NB,G615LWG,W2623,0,seed
Gaming NB,G615LWG,W2624,0,seed
Gaming NB,G615LWG,W2625,0,seed
Gaming NB,G615LWG,W2626,0,seed
Gaming NB,G635LWG,W2601,0,seed
Gaming NB,G635LWG,W2602,0,seed
Gaming NB,G635LWG,W2603,0,seed
Gaming NB,G635LWG,W2604,0,seed
Gaming NB,G635LWG,W2605,0,seed
Gaming NB,G635LWG,W2606,0,seed
Gaming NB,G635LWG,W2607,0,seed
Gaming NB,G635LWG,W2608,0,seed
Gaming NB,G635LWG,W2609,0,seed
Gaming NB,G635LWG,W2610,0,seed
Gaming NB,G635LWG,W2611,0,seed
Gaming NB,G635LWG,W2612,0,seed
Gaming NB,G635LWG,W2613,0,seed
Gaming NB,G635LWG,W2614,0,seed
Gaming NB,G635LWG,W2615,0,seed
Gaming NB,G635LWG,W2616,0,seed
Gaming NB,G635LWG,W2617,0,seed
Gaming NB,G635LWG,W2618,0,seed
Gaming NB,G635LWG,W2619,0,seed
Gaming NB,G635LWG,W2620,0,seed
Gaming NB,G635LWG,W2621,0,seed
Gaming NB,G635LWG,W2622,0,seed
Gaming NB,G635LWG,W2623,0,seed
Gaming NB,G635LWG,W2624,0,seed
Gaming NB,G635LWG,W2625,0,seed
Gaming NB,G635LWG,W2626,0,seed
Gaming NB,G635LXG,W2601,0,seed
Gaming NB,G635LXG,W2602,0,seed
Gaming NB,G635LXG,W2603,0,seed
Gaming NB,G635LXG,W2604,0,seed
Gaming NB,G635LXG,W2605,0,seed
Gaming NB,G635LXG,W2606,0,seed
Gaming NB,G635LXG,W2607,0,seed
Gaming NB,G635LXG,W2608,0,seed
Gaming NB,G635LXG,W2609,0,seed
Gaming NB,G635LXG,W2610,0,seed
Gaming NB,G635LXG,W2611,0,seed
Gaming NB,G635LXG,W2612,0,seed
Gaming NB,G635LXG,W2613,0,seed
Gaming NB,G635LXG,W2614,0,seed
Gaming NB,G635LXG,W2615,0,seed
Gaming NB,G635LXG,W2616,0,seed
Gaming NB,G635LXG,W2617,0,seed
Gaming NB,G635LXG,W2618,0,seed
Gaming NB,G635LXG,W2619,0,seed
Gaming NB,G635LXG,W2620,0,seed
Gaming NB,G635LXG,W2621,0,seed
Gaming NB,G635LXG,W2622,0,seed
Gaming NB,G635LXG,W2623,0,seed
Gaming NB,G635LXG,W2624,0,seed
Gaming NB,G635LXG,W2625,0,seed
Gaming NB,G635LXG,W2626,0,seed
Gaming NB,G815LMG,W2601,0,seed
Gaming NB,G815LMG,W2602,0,seed
Gaming NB,G815LMG,W2603,0,seed
Gaming NB,G815LMG,W2604,0,seed
Gaming NB,G815LMG,W2605,0,seed
Gaming NB,G815LMG,W2606,0,seed
Gaming NB,G815LMG,W2607,0,seed
Gaming NB,G815LMG,W2608,0,seed
Gaming NB,G815LMG,W2609,0,seed
Gaming NB,G815LMG,W2610,0,seed
Gaming NB,G815LMG,W2611,0,seed
Gaming NB,G815LMG,W2612,0,seed
Gaming NB,G815LMG,W2613,0,seed
Gaming NB,G815LMG,W2614,0,seed
Gaming NB,G815LMG,W2615,0,seed
Gaming NB,G815LMG,W2616,0,seed
Gaming NB,G815LMG,W2617,0,seed
Gaming NB,G815LMG,W2618,0,seed
Gaming NB,G815LMG,W2619,0,seed
Gaming NB,G815LMG,W2620,0,seed
Gaming NB,G815LMG,W2621,0,seed
Gaming NB,G815LMG,W2622,0,seed
Gaming NB,G815LMG,W2623,0,seed
Gaming NB,G815LMG,W2624,0,seed
Gaming NB,G815LMG,W2625,0,seed
Gaming NB,G815LMG,W2626,0,seed
Gaming NB,G815LPG,W2601,0,seed
Gaming NB,G815LPG,W2602,0,seed
Gaming NB,G815LPG,W2603,0,seed
Gaming NB,G815LPG,W2604,0,seed
Gaming NB,G815LPG,W2605,0,seed
Gaming NB,G815LPG,W2606,0,seed
Gaming NB,G815LPG,W2607,0,seed
Gaming NB,G815LPG,W2608,0,seed
Gaming NB,G815LPG,W2609,0,seed
Gaming NB,G815LPG,W2610,0,seed
Gaming NB,G815LPG,W2611,0,seed
Gaming NB,G815LPG,W2612,0,seed
Gaming NB,G815LPG,W2613,0,seed
Gaming NB,G815LPG,W2614,0,seed
Gaming NB,G815LPG,W2615,0,seed
Gaming NB,G815LPG,W2616,0,seed
Gaming NB,G815LPG,W2617,0,seed
Gaming NB,G815LPG,W2618,0,seed
Gaming NB,G815LPG,W2619,0,seed
Gaming NB,G815LPG,W2620,0,seed
Gaming NB,G815LPG,W2621,0,seed
Gaming NB,G815LPG,W2622,0,seed
Gaming NB,G815LPG,W2623,0,seed
Gaming NB,G815LPG,W2624,0,seed
Gaming NB,G815LPG,W2625,0,seed
Gaming NB,G815LPG,W2626,0,seed
Gaming NB,G815LRG,W2601,0,seed
Gaming NB,G815LRG,W2602,0,seed
Gaming NB,G815LRG,W2603,0,seed
Gaming NB,G815LRG,W2604,0,seed
Gaming NB,G815LRG,W2605,0,seed
Gaming NB,G815LRG,W2606,0,seed
Gaming NB,G815LRG,W2607,0,seed
Gaming NB,G815LRG,W2608,0,seed
Gaming NB,G815LRG,W2609,0,seed
Gaming NB,G815LRG,W2610,0,seed
Gaming NB,G815LRG,W2611,0,seed
Gaming NB,G815LRG,W2612,0,seed
Gaming NB,G815LRG,W2613,0,seed
Gaming NB,G815LRG,W2614,0,seed
Gaming NB,G815LRG,W2615,0,seed
Gaming NB,G815LRG,W2616,0,seed
Gaming NB,G815LRG,W2617,0,seed
Gaming NB,G815LRG,W2618,0,seed
Gaming NB,G815LRG,W2619,0,seed
Gaming NB,G815LRG,W2620,0,seed
Gaming NB,G815LRG,W2621,0,seed
Gaming NB,G815LRG,W2622,0,seed
Gaming NB,G815LRG,W2623,350,seed
Gaming NB,G815LRG,W2624,681,seed
Gaming NB,G815LRG,W2625,936,seed
Gaming NB,G815LRG,W2626,1082,seed
Gaming NB,G815LWG,W2601,0,seed
Gaming NB,G815LWG,W2602,0,seed
Gaming NB,G815LWG,W2603,0,seed
Gaming NB,G815LWG,W2604,0,seed
Gaming NB,G815LWG,W2605,0,seed
Gaming NB,G815LWG,W2606,0,seed
Gaming NB,G815LWG,W2607,0,seed
Gaming NB,G815LWG,W2608,0,seed
Gaming NB,G815LWG,W2609,0,seed
Gaming NB,G815LWG,W2610,0,seed
Gaming NB,G815LWG,W2611,0,seed
Gaming NB,G815LWG,W2612,0,seed
Gaming NB,G815LWG,W2613,0,seed
Gaming NB,G815LWG,W2614,0,seed
Gaming NB,G815LWG,W2615,0,seed
Gaming NB,G815LWG,W2616,0,seed
Gaming NB,G815LWG,W2617,0,seed
Gaming NB,G815LWG,W2618,0,seed
Gaming NB,G815LWG,W2619,0,seed
Gaming NB,G815LWG,W2620,0,seed
Gaming NB,G815LWG,W2621,0,seed
Gaming NB,G815LWG,W2622,0,seed
Gaming NB,G815LWG,W2623,0,seed
Gaming NB,G815LWG,W2624,0,seed
Gaming NB,G815LWG,W2625,0,seed
Gaming NB,G815LWG,W2626,0,seed
Gaming NB,G835LWG,W2601,0,seed
Gaming NB,G835LWG,W2602,0,seed
Gaming NB,G835LWG,W2603,0,seed
Gaming NB,G835LWG,W2604,0,seed
Gaming NB,G835LWG,W2605,0,seed
Gaming NB,G835LWG,W2606,0,seed
Gaming NB,G835LWG,W2607,0,seed
Gaming NB,G835LWG,W2608,0,seed
Gaming NB,G835LWG,W2609,0,seed
Gaming NB,G835LWG,W2610,0,seed
Gaming NB,G835LWG,W2611,0,seed
Gaming NB,G835LWG,W2612,0,seed
Gaming NB,G835LWG,W2613,0,seed
Gaming NB,G835LWG,W2614,0,seed
Gaming NB,G835LWG,W2615,0,seed
Gaming NB,G835LWG,W2616,0,seed
Gaming NB,G835LWG,W2617,0,seed
Gaming NB,G835LWG,W2618,0,seed
Gaming NB,G835LWG,W2619,0,seed
Gaming NB,G835LWG,W2620,0,seed
Gaming NB,G835LWG,W2621,0,seed
Gaming NB,G835LWG,W2622,0,seed
Gaming NB,G835LWG,W2623,0,seed
Gaming NB,G835LWG,W2624,0,seed
Gaming NB,G835LWG,W2625,0,seed
Gaming NB,G835LWG,W2626,422,seed
Gaming NB,G835LXG,W2601,0,seed
Gaming NB,G835LXG,W2602,0,seed
Gaming NB,G835LXG,W2603,0,seed
Gaming NB,G835LXG,W2604,0,seed
Gaming NB,G835LXG,W2605,0,seed
Gaming NB,G835LXG,W2606,0,seed
Gaming NB,G835LXG,W2607,0,seed
Gaming NB,G835LXG,W2608,0,seed
Gaming NB,G835LXG,W2609,0,seed
Gaming NB,G835LXG,W2610,0,seed
Gaming NB,G835LXG,W2611,0,seed
Gaming NB,G835LXG,W2612,0,seed
Gaming NB,G835LXG,W2613,0,seed
Gaming NB,G835LXG,W2614,0,seed
Gaming NB,G835LXG,W2615,0,seed
Gaming NB,G835LXG,W2616,0,seed
Gaming NB,G835LXG,W2617,0,seed
Gaming NB,G835LXG,W2618,0,seed
Gaming NB,G835LXG,W2619,0,seed
Gaming NB,G835LXG,W2620,0,seed
Gaming NB,G835LXG,W2621,0,seed
Gaming NB,G835LXG,W2622,0,seed
Gaming NB,G835LXG,W2623,0,seed
Gaming NB,G835LXG,W2624,246,seed
Gaming NB,G835LXG,W2625,379,seed
Gaming NB,G835LXG,W2626,519,seed
Gaming NB,GX651AR,W2601,0,seed
Gaming NB,GX651AR,W2602,0,seed
Gaming NB,GX651AR,W2603,0,seed
Gaming NB,GX651AR,W2604,0,seed
Gaming NB,GX651AR,W2605,0,seed
Gaming NB,GX651AR,W2606,0,seed
Gaming NB,GX651AR,W2607,0,seed
Gaming NB,GX651AR,W2608,0,seed
Gaming NB,GX651AR,W2609,0,seed
Gaming NB,GX651AR,W2610,0,seed
Gaming NB,GX651AR,W2611,0,seed
Gaming NB,GX651AR,W2612,0,seed
Gaming NB,GX651AR,W2613,0,seed
Gaming NB,GX651AR,W2614,0,seed
Gaming NB,GX651AR,W2615,0,seed
Gaming NB,GX651AR,W2616,0,seed
Gaming NB,GX651AR,W2617,0,seed
Gaming NB,GX651AR,W2618,0,seed
Gaming NB,GX651AR,W2619,0,seed
Gaming NB,GX651AR,W2620,0,seed
Gaming NB,GX651AR,W2621,0,seed
Gaming NB,GX651AR,W2622,165,seed
Gaming NB,GX651AR,W2623,206,seed
Gaming NB,GX651AR,W2624,269,seed
Gaming NB,GX651AR,W2625,313,seed
Gaming NB,GX651AR,W2626,358,seed
Gaming NB,GX651AX,W2601,0,seed
Gaming NB,GX651AX,W2602,0,seed
Gaming NB,GX651AX,W2603,0,seed
Gaming NB,GX651AX,W2604,0,seed
Gaming NB,GX651AX,W2605,0,seed
Gaming NB,GX651AX,W2606,0,seed
Gaming NB,GX651AX,W2607,0,seed
Gaming NB,GX651AX,W2608,0,seed
Gaming NB,GX651AX,W2609,0,seed
Gaming NB,GX651AX,W2610,0,seed
Gaming NB,GX651AX,W2611,0,seed
Gaming NB,GX651AX,W2612,0,seed
Gaming NB,GX651AX,W2613,0,seed
Gaming NB,GX651AX,W2614,0,seed
Gaming NB,GX651AX,W2615,0,seed
Gaming NB,GX651AX,W2616,0,seed
Gaming NB,GX651AX,W2617,0,seed
Gaming NB,GX651AX,W2618,0,seed
Gaming NB,GX651AX,W2619,0,seed
Gaming NB,GX651AX,W2620,0,seed
Gaming NB,GX651AX,W2621,0,seed
Gaming NB,GX651AX,W2622,0,seed
Gaming NB,GX651AX,W2623,882,seed
Gaming NB,GX651AX,W2624,965,seed
Gaming NB,GX651AX,W2625,1048,seed
Gaming NB,GX651AX,W2626,1134,seed
Gaming NB,GZ302EAC,W2601,0,seed
Gaming NB,GZ302EAC,W2602,0,seed
Gaming NB,GZ302EAC,W2603,0,seed
Gaming NB,GZ302EAC,W2604,0,seed
Gaming NB,GZ302EAC,W2605,0,seed
Gaming NB,GZ302EAC,W2606,0,seed
Gaming NB,GZ302EAC,W2607,0,seed
Gaming NB,GZ302EAC,W2608,0,seed
Gaming NB,GZ302EAC,W2609,0,seed
Gaming NB,GZ302EAC,W2610,0,seed
Gaming NB,GZ302EAC,W2611,0,seed
Gaming NB,GZ302EAC,W2612,0,seed
Gaming NB,GZ302EAC,W2613,1105,seed
Gaming NB,GZ302EAC,W2614,1239,seed
Gaming NB,GZ302EAC,W2615,1360,seed
Gaming NB,GZ302EAC,W2616,1450,seed
Gaming NB,GZ302EAC,W2617,1539,seed
Gaming NB,GZ302EAC,W2618,1596,seed
Gaming NB,GZ302EAC,W2619,1656,seed
Gaming NB,GZ302EAC,W2620,1705,seed
Gaming NB,GZ302EAC,W2621,1787,seed
Gaming NB,GZ302EAC,W2622,1835,seed
Gaming NB,GZ302EAC,W2623,1910,seed
Gaming NB,GZ302EAC,W2624,1970,seed
Gaming NB,GZ302EAC,W2625,2010,seed
Gaming NB,GZ302EAC,W2626,2063,seed
